,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
1216159762,2,1,0,6,6,2,0,22,0,0,4,2,0,3,1,2,1,0,1,0
1225817302,0,0,0,1,1,0,0,3,0,1,0,10,0,6,0,0,0,4,0,0
1251647102,3,6,4,1,3,0,0,1,1,1,0,5,1,2,0,2,0,3,0,0
1254946073,7,9,2,0,8,1,1,4,1,2,1,14,0,7,0,1,0,8,0,0
1255350781,5,4,1,1,3,1,0,8,0,0,2,2,0,2,0,2,0,2,0,0
1269837896,7,3,0,1,2,1,0,3,0,3,0,9,0,5,0,2,0,7,0,0
1273752263,1,2,1,0,5,1,0,5,1,0,0,3,1,3,2,1,0,1,0,0
1276242084,5,3,1,1,2,1,0,4,1,0,0,1,1,0,1,2,0,1,0,0
1280190952,1,4,3,0,7,2,0,5,2,3,0,8,0,4,1,1,0,3,0,0
1287515713,3,2,0,2,2,0,0,2,0,2,0,5,1,2,0,1,0,2,0,0
1289255315,8,8,4,1,4,0,0,2,2,3,1,0,0,0,0,0,0,2,0,0
1292486251,3,4,3,2,7,1,0,6,0,0,1,2,0,1,3,2,0,2,0,0
1296554410,5,5,4,2,9,2,0,7,1,1,1,7,0,3,1,2,0,6,0,0
1299054960,7,9,4,2,20,6,0,22,0,2,0,15,2,11,3,4,0,11,0,0
1311876129,5,5,0,0,2,2,0,7,0,0,2,0,0,1,0,3,0,3,0,0
1314055649,9,16,9,4,9,0,0,8,1,3,1,0,0,0,0,1,1,0,1,0
1315690311,5,11,7,0,7,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0
1324513440,4,2,1,0,7,2,0,4,0,2,0,4,0,1,0,1,1,2,0,0
1325644984,7,6,0,1,1,3,0,4,0,0,1,1,0,1,0,2,0,4,0,0
1333551752,6,4,0,1,6,2,0,4,0,3,1,2,1,1,1,1,1,1,1,0
1334093717,6,11,6,0,6,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0
1338630365,17,16,6,5,15,6,0,16,1,6,2,9,1,4,6,2,0,4,0,1
1353435496,14,13,2,1,10,2,0,6,1,2,0,6,0,3,0,7,0,4,0,0
1355182378,1,2,1,3,6,1,0,6,0,1,1,0,0,1,2,0,1,0,0,0
1358007136,1,3,2,2,6,0,0,5,1,2,0,0,1,0,2,0,1,0,0,0
1359440186,8,11,4,0,3,0,0,2,0,2,0,2,0,1,0,5,0,1,0,0
1364528428,10,10,4,5,11,6,0,17,1,2,3,6,0,5,0,3,0,9,0,0
1366763838,0,2,2,1,5,2,0,5,2,1,0,1,1,2,1,1,0,1,1,1
1376824398,1,0,0,1,8,2,0,7,0,0,0,0,0,1,3,0,0,0,0,0
1379454798,4,5,1,0,9,2,0,13,0,4,0,10,0,8,3,3,0,7,1,0
1387987715,1,2,1,3,7,2,0,6,0,0,1,0,0,0,1,0,0,0,1,0
1389593164,4,10,8,0,8,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0
1391462387,2,3,1,3,13,2,0,16,1,6,2,7,3,7,8,0,0,6,1,0
1392315918,3,5,1,1,5,1,0,3,1,3,0,1,0,1,1,0,1,1,0,0
1392852220,6,5,0,0,3,1,0,2,0,1,0,2,0,2,0,4,0,3,0,0
1393620554,6,5,1,0,5,2,0,3,0,2,0,1,0,1,2,3,0,2,0,0
1393951578,3,4,2,0,5,1,0,3,1,2,0,3,0,1,2,0,0,1,0,0
1394193081,2,3,0,2,7,2,0,6,2,1,0,6,1,4,1,1,0,3,0,0
1398118066,6,5,3,0,5,1,0,1,1,1,0,3,0,0,0,0,0,3,0,0
1402637829,3,3,1,1,10,2,0,2,2,3,0,0,0,0,3,0,0,0,0,0
1405168347,6,5,0,2,5,5,0,12,0,3,0,2,0,1,1,2,0,0,1,0
1410032225,3,3,0,2,6,1,0,7,0,3,0,2,0,1,0,1,0,0,1,0
1413073794,10,9,1,1,7,0,0,1,1,2,0,4,0,3,0,4,0,2,0,0
1417239490,6,7,1,2,8,1,0,8,1,3,0,2,1,1,2,2,0,1,1,0
1418823465,3,5,3,2,10,1,0,10,2,5,1,7,0,3,4,0,0,2,1,0
1419627656,2,1,2,2,9,5,0,9,0,1,2,3,0,3,2,0,0,2,0,0
1419675471,3,4,0,1,3,1,0,6,0,2,0,6,0,6,0,1,0,4,1,0
1420003633,11,13,5,1,12,2,0,3,2,3,0,6,0,3,0,4,0,2,1,0
1421027746,3,2,0,0,3,1,0,0,0,0,0,7,0,3,0,2,0,3,0,0
1422222559,10,8,1,0,3,2,0,1,0,0,0,0,0,0,0,3,0,3,0,0
1424021157,1,1,0,3,5,4,0,10,1,2,0,1,1,1,0,0,0,1,1,0
1424986934,6,6,3,1,3,0,0,1,1,3,0,3,0,0,0,2,0,0,0,0
1426028567,7,10,4,4,20,6,2,17,1,3,3,9,0,6,2,1,2,7,0,0
1434008330,5,5,1,2,7,1,0,10,1,0,1,2,2,0,2,1,1,1,0,0
1436127644,1,2,0,0,1,3,0,9,0,1,0,1,0,2,1,1,0,3,0,0
1440849608,4,2,0,1,7,3,0,4,0,2,0,1,0,0,0,1,0,0,1,0
1443757437,7,4,1,0,7,4,0,3,0,4,0,1,0,0,2,1,0,1,0,0
1445796622,7,7,1,4,7,4,0,13,1,4,0,4,0,2,3,2,0,1,2,0
1446823256,1,1,0,1,3,1,0,5,0,1,0,3,1,1,0,2,0,2,1,0
1448238257,12,6,1,1,7,5,0,6,0,1,0,3,0,1,0,3,0,4,0,0
1453532351,6,6,1,0,4,1,0,4,0,1,0,4,0,2,1,3,0,0,0,0
1457477156,11,14,7,0,9,1,0,3,2,1,0,4,0,1,0,3,0,2,0,0
1458100962,6,4,1,0,7,2,0,2,0,1,0,6,0,3,1,3,0,2,0,0
1460987538,5,4,0,0,5,0,0,4,0,1,0,6,0,2,1,4,0,2,0,0
1461026064,5,4,0,1,1,0,0,2,0,1,0,3,0,2,0,5,0,3,0,0
1461546139,2,2,0,2,4,2,0,7,1,2,1,6,1,3,0,1,0,3,0,0
1461876565,2,3,3,1,7,3,0,6,1,2,0,0,1,0,0,0,0,0,1,0
1467295146,12,7,3,0,9,6,0,6,0,0,0,4,0,2,1,3,0,3,0,0
1467995324,3,2,0,3,2,1,0,7,0,0,0,10,1,8,1,2,0,7,1,0
1469572921,8,7,0,1,3,1,0,4,0,2,0,0,0,1,0,3,0,3,1,0
1470549370,9,9,2,6,8,6,1,18,0,2,3,8,1,7,0,4,0,7,0,1
1475483937,4,0,0,3,3,5,0,7,0,0,0,1,0,0,0,1,0,1,0,0
1477078769,14,13,4,5,17,4,1,20,0,0,2,5,2,4,3,6,1,5,1,0
1477652757,3,1,0,0,4,2,0,5,0,2,0,8,0,6,0,1,1,7,0,0
1481456390,3,1,0,1,4,1,0,6,0,2,0,2,0,1,2,1,1,3,0,0
1481742064,2,4,0,1,7,0,0,5,1,3,0,3,1,2,2,0,0,1,0,0
1484985504,12,15,7,5,13,4,0,8,1,4,2,7,0,4,0,3,0,2,1,0
1488030957,7,3,1,0,4,4,0,2,0,1,0,2,0,1,0,3,0,1,0,0
1488892120,13,11,5,4,8,3,0,8,1,1,1,8,0,5,0,4,0,7,1,0
1489099970,6,4,0,0,3,2,0,3,0,1,0,2,0,1,0,3,0,2,0,0
1498608397,17,9,2,1,14,8,0,17,0,4,1,9,0,4,1,4,0,7,0,0
1501322211,8,8,0,1,7,4,0,5,0,3,0,1,1,1,0,2,0,3,0,0
1503902393,0,0,0,0,2,1,0,4,0,2,0,13,0,6,0,1,0,6,0,0
1504911570,10,3,0,0,2,6,0,3,0,1,0,2,0,1,0,1,0,3,0,0
1506389240,6,3,1,1,6,2,0,5,0,1,1,6,0,2,0,1,0,4,1,0
1519544765,5,3,0,2,8,3,0,8,0,1,0,3,1,1,0,1,0,2,1,0
1519776978,12,11,1,1,6,0,0,6,1,2,2,2,0,2,0,4,0,3,0,0
1521428538,10,7,0,0,4,3,0,2,0,2,0,1,0,0,0,3,0,1,0,0
1522444850,2,5,0,2,4,0,0,5,0,2,0,2,0,0,2,1,0,0,1,0
1523147326,8,7,1,0,3,1,0,3,0,2,0,1,0,0,0,5,0,2,1,0
1526626604,8,8,0,0,2,0,0,2,0,3,0,1,0,0,0,5,0,1,0,0
1527743384,2,0,1,0,5,2,0,3,1,1,1,5,1,5,1,1,0,6,0,0
1529226155,9,7,0,0,3,3,0,1,1,0,0,0,0,0,0,4,0,1,0,0
1530007042,6,6,1,1,1,1,0,4,0,2,0,6,0,5,0,3,0,6,0,0
1535136088,6,4,1,0,4,1,0,0,0,0,0,4,0,1,0,3,0,1,0,0
1536175945,3,4,2,1,4,1,0,1,1,2,0,5,0,3,1,1,0,4,0,0
1538748817,2,2,0,0,3,1,0,7,0,0,0,5,1,2,1,2,0,3,0,0
1542995711,3,2,2,4,3,1,0,6,2,1,0,1,0,1,1,1,0,0,3,0
1546389945,2,3,0,5,2,4,0,8,0,1,1,0,0,1,0,0,0,0,1,0
1548170375,10,7,0,0,1,2,0,2,0,1,0,1,0,1,0,3,0,4,0,0
1550503289,3,3,0,1,5,1,0,5,0,3,0,4,1,1,0,0,0,1,0,0
1551207449,14,11,2,4,10,5,0,13,0,5,2,6,2,3,1,3,0,5,2,0
1552923819,25,19,7,8,20,9,0,21,2,4,0,13,3,7,3,5,0,12,1,0
1553380683,7,10,3,4,15,4,0,13,1,6,1,4,1,1,4,1,1,0,0,0
1559568209,3,0,0,1,5,2,0,5,0,0,1,5,1,4,1,1,0,3,0,0
1560021733,9,7,0,0,2,3,0,2,0,2,0,3,0,1,0,6,0,3,0,0
1562902510,10,8,2,1,7,4,0,8,1,0,0,2,0,3,0,1,0,3,0,0
1563005702,2,4,2,0,4,0,0,3,0,0,0,3,0,1,1,1,0,3,0,0
1563948437,2,2,0,2,5,3,0,6,1,1,1,6,0,2,0,1,0,2,0,0
1565965854,9,15,6,0,9,0,0,1,1,3,0,1,0,1,0,3,0,1,0,0
1569338434,1,2,0,1,6,2,0,10,0,2,0,1,0,1,1,1,0,1,2,0
1573158665,6,4,0,2,0,2,0,3,0,1,1,2,0,1,0,3,0,3,0,0
1579611495,2,3,2,5,6,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0
1579925435,9,8,5,0,7,3,0,3,1,2,0,0,0,0,1,1,0,1,0,0
1580748925,3,3,0,0,3,3,0,7,0,0,1,3,0,4,1,0,0,1,0,0
1583592730,12,14,2,2,7,3,0,9,2,3,1,2,0,2,1,5,0,4,1,0
1588134813,8,3,1,1,1,4,0,10,0,2,1,3,0,0,0,1,0,4,0,0
1593190386,8,4,0,0,2,3,0,4,0,2,0,3,0,2,1,3,0,5,0,0
1595205849,2,5,2,2,7,1,0,4,1,2,0,0,1,0,2,2,0,0,1,0
1596055973,3,5,1,0,2,0,0,1,1,2,0,5,0,4,0,3,0,4,0,0
1596586704,5,3,2,1,6,3,0,4,1,1,0,0,0,0,0,0,0,0,1,0
1597935303,3,2,0,1,2,1,0,4,0,1,0,2,0,1,0,3,0,5,0,0
1599931718,2,0,0,1,5,2,0,7,0,1,0,1,2,1,0,0,0,1,0,0
1604932937,8,6,0,0,2,2,0,3,0,3,0,1,0,1,0,3,0,3,0,0
1605232928,2,3,0,5,5,2,0,8,0,0,1,4,1,4,1,0,0,3,0,0
1608132214,12,9,2,5,9,6,0,14,0,1,0,1,0,2,3,3,0,4,0,0
1611955418,5,4,1,0,0,1,0,0,0,0,0,5,0,3,0,3,0,4,0,0
1616755234,8,7,1,1,7,0,0,2,0,2,0,8,1,4,0,4,0,4,0,0
1618078218,15,13,3,1,8,6,0,11,1,2,0,0,0,2,1,6,0,4,0,0
1620763719,10,9,1,0,1,1,0,4,0,2,1,1,0,1,0,4,0,4,0,0
1626741396,3,5,0,2,5,1,0,5,0,1,0,1,1,2,2,1,0,0,1,0
1627334806,1,2,0,0,4,2,0,6,0,0,0,6,0,3,0,0,0,4,0,0
1634663431,0,2,1,1,8,0,0,9,0,1,0,3,0,2,2,0,1,1,0,0
1641572943,0,1,1,1,5,0,0,3,1,2,0,11,0,6,0,1,0,4,0,0
1642969779,12,11,4,4,14,3,0,15,0,3,0,1,3,0,2,4,0,5,0,0
1645935000,5,12,6,0,6,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0
1646123077,2,5,0,7,12,7,0,29,1,3,1,10,0,7,4,3,1,6,2,1
1646451269,5,3,0,0,4,2,0,6,0,1,1,1,0,1,0,2,0,1,0,0
1649091265,4,5,1,0,5,1,0,3,0,2,0,6,0,3,0,3,0,5,0,0
1651959996,1,5,3,1,5,0,0,4,1,1,0,3,0,3,1,1,0,4,1,0
1652562938,15,12,1,7,17,11,0,25,2,5,2,2,3,3,5,4,0,6,1,1
1657397399,7,6,0,0,2,1,0,2,0,3,0,1,0,0,0,3,0,2,0,0
1663099289,3,2,0,0,3,1,0,3,0,3,0,8,0,4,1,1,0,2,1,0
1666885465,4,6,4,1,4,2,0,3,1,1,0,1,0,0,0,1,0,2,1,0
1672235808,3,4,1,1,3,3,0,13,0,2,0,4,1,5,0,2,0,4,1,1
1678150422,2,1,0,1,2,1,0,5,0,2,0,12,0,5,0,2,0,5,0,0
1679819691,5,3,0,2,4,1,0,7,0,0,2,3,0,2,0,1,0,0,0,0
1680077648,4,2,0,1,9,3,0,5,0,2,0,2,0,1,1,1,0,0,1,0
1687163937,3,3,1,2,7,1,0,6,0,1,1,0,0,0,1,0,0,0,0,0
1689542517,3,3,1,0,1,0,0,3,0,2,0,11,0,7,0,3,0,7,0,0
1693512401,3,5,2,1,4,0,0,3,1,2,0,1,0,0,1,1,0,1,0,0
1696213578,7,7,1,0,4,2,0,2,1,2,0,3,0,3,0,2,0,2,1,0
1698806993,5,9,4,2,7,1,0,6,3,4,0,2,1,1,0,2,0,1,0,0
1700572492,15,9,0,8,11,6,0,21,1,5,3,10,2,7,3,6,0,8,0,0
1702279000,12,12,0,0,4,1,0,2,1,3,0,3,0,2,0,5,0,3,0,0
1702296582,5,8,4,1,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0
1705173397,5,4,2,3,8,2,0,12,0,4,2,2,2,0,1,0,1,0,0,0
1708575167,9,5,0,2,8,4,0,8,0,5,2,3,0,2,4,2,0,5,0,0
1708579038,6,3,2,2,5,2,0,6,0,2,1,2,1,0,0,1,0,0,0,0
1713258013,8,12,6,0,3,0,0,1,1,3,0,0,0,0,0,2,0,0,0,0
1713512149,7,9,3,0,4,1,0,3,0,4,0,5,0,4,0,5,0,5,0,0
1713923897,7,6,0,1,4,1,0,4,0,2,1,1,0,0,0,2,0,2,1,0
1722800205,6,6,1,0,5,1,0,4,3,2,0,3,0,2,1,2,0,2,0,0
1726403140,3,3,0,2,4,1,0,5,0,2,0,2,2,1,0,2,0,2,1,0
1731230631,8,7,0,0,2,4,0,5,0,1,0,0,0,2,0,2,0,1,0,0
1735617665,6,8,2,0,4,0,0,0,1,3,0,6,0,4,0,2,0,4,0,0
1737197428,9,9,1,2,2,1,0,6,1,3,1,2,0,2,0,4,0,2,1,0
1741169896,3,2,0,0,2,0,0,3,0,2,0,8,0,6,0,2,0,6,0,0
1742366202,2,2,2,0,3,1,0,4,0,0,0,6,0,3,0,1,0,3,0,0
1745499838,6,4,1,2,3,1,0,3,1,2,1,0,1,0,0,2,0,1,0,0
1751698261,3,2,0,1,6,2,0,4,0,1,0,1,0,0,1,1,0,2,0,0
1759039219,9,12,3,0,3,0,0,1,1,4,0,0,0,0,0,2,0,0,0,0
1761715577,2,3,0,0,2,1,0,7,0,1,0,4,1,3,0,2,0,1,0,0
1762866366,8,7,1,1,7,0,0,5,1,4,1,4,1,1,0,1,0,2,0,0
1765399259,5,9,4,0,7,3,0,6,1,4,0,7,0,4,0,4,0,3,0,0
1766509207,8,5,0,2,5,1,0,4,0,1,0,1,1,0,0,4,0,2,0,0
1772553355,6,6,2,0,2,1,0,1,0,1,0,3,0,1,0,3,0,2,0,0
1782724652,1,1,0,2,3,2,0,8,0,0,0,2,0,3,0,1,0,2,0,0
1783521198,9,5,0,2,6,5,0,13,0,3,0,7,0,4,1,1,1,4,1,0
1796497231,2,6,0,6,9,4,1,23,0,2,3,10,1,9,1,4,1,8,2,1
1797722409,3,3,2,2,4,3,0,3,1,1,0,2,0,3,0,0,0,3,0,0
1811312558,10,19,11,4,18,1,0,6,2,5,0,1,3,0,1,1,0,1,0,0
1812592807,3,7,4,3,3,0,0,4,1,3,1,1,2,2,0,0,0,1,0,0
1817043186,11,9,2,2,6,5,0,5,0,1,0,3,1,0,0,4,0,5,0,0
1818489059,7,5,1,3,6,5,0,16,0,2,0,5,0,3,1,3,0,4,1,0
1820546084,8,8,0,1,3,1,0,9,1,4,0,12,0,8,2,4,0,7,0,0
1821789691,3,3,0,1,4,1,0,6,0,0,1,4,0,2,0,3,0,3,1,0
1821848258,5,4,0,0,5,1,0,5,0,3,0,5,2,2,0,4,0,2,1,0
1822514832,1,2,0,1,4,0,0,3,0,2,1,4,1,2,0,3,0,2,0,0
1836827582,1,2,1,1,4,2,0,7,0,0,1,1,0,2,0,0,0,0,0,0
1838186172,3,2,2,0,7,0,1,4,1,1,0,4,0,1,0,1,0,3,1,0
1900593388,5,4,0,1,2,1,0,5,0,1,0,1,0,0,1,2,0,2,1,0
1902201257,9,8,2,3,8,1,1,16,0,2,2,1,1,1,1,3,0,2,1,0
1902637909,2,2,1,0,3,1,0,5,0,3,0,4,0,3,2,0,0,5,0,0
1903347635,0,4,3,1,6,0,0,4,0,1,1,1,1,1,2,0,0,2,0,0
1905338448,3,3,0,1,2,1,0,2,0,0,0,5,0,4,1,2,0,4,1,0
1906697567,4,2,0,2,2,2,0,6,0,0,0,3,0,2,0,3,0,1,0,0
1909359587,4,5,0,0,0,2,0,1,1,2,0,4,0,4,0,1,0,4,0,0
1909789657,10,7,0,1,7,4,0,8,0,2,0,2,0,1,1,3,0,2,0,0
1917844112,4,6,2,1,6,0,0,2,0,3,0,0,1,0,1,1,0,0,0,0
1921561439,8,11,2,1,6,2,0,8,2,5,1,2,0,0,1,4,0,1,0,0
1926050384,9,12,2,0,7,0,0,4,4,4,0,2,0,0,2,2,0,1,0,0
1927793130,0,1,0,2,5,2,0,9,0,2,0,4,0,2,0,0,0,0,2,0
1928326410,8,7,1,0,5,0,0,0,1,2,0,3,0,2,0,2,0,2,0,0
1931901983,0,3,2,1,4,0,0,2,2,2,0,4,0,3,1,0,0,3,0,0
1932911273,2,3,1,1,5,0,0,5,0,1,0,3,0,1,2,2,0,1,0,0
1937473911,0,1,0,2,11,4,0,14,0,1,0,5,0,3,0,1,1,2,1,0
1937539653,10,9,0,1,6,2,0,1,0,2,0,0,1,0,1,3,0,1,0,0
1946096135,7,4,0,2,3,2,0,5,0,0,0,1,0,0,0,3,0,1,0,0
1947427630,2,1,0,3,7,3,0,11,0,1,2,0,1,1,2,0,0,2,0,1
1948695937,3,2,0,1,2,1,1,3,0,1,1,6,1,4,0,1,0,5,0,0
1950650491,1,5,2,1,3,0,0,6,0,1,0,3,0,2,0,0,0,1,1,0
1951275506,6,4,0,1,5,2,0,5,0,1,1,0,1,0,2,1,0,0,0,0
1951335942,10,9,1,3,12,6,0,8,0,0,0,7,1,4,0,3,0,4,0,0
1952734459,9,9,1,0,4,3,0,3,0,2,0,3,0,1,0,5,0,2,0,0
1954337874,1,1,0,0,2,0,0,3,0,2,0,18,0,9,0,1,0,9,0,0
1955380138,5,1,0,0,5,7,0,5,0,0,0,0,0,0,2,0,0,0,0,0
1955402113,5,4,0,0,1,0,0,2,0,3,1,4,0,2,0,3,0,2,0,0
1956361102,1,0,0,2,2,1,0,7,0,0,1,1,0,0,1,0,1,1,0,0
1960743878,2,3,0,1,0,0,0,4,0,0,0,7,0,4,1,1,0,7,1,0
1961176888,7,5,0,1,7,3,0,7,0,1,0,5,0,3,1,2,0,4,0,0
1961389887,1,2,0,1,3,0,0,3,0,1,0,14,1,6,0,0,0,8,0,0
1964847304,4,2,1,2,8,2,0,6,0,2,0,7,0,3,2,1,0,4,0,0
1967667292,5,7,3,0,6,0,0,1,2,2,0,1,0,0,1,1,0,0,0,0
1970968599,16,16,4,7,22,9,0,26,1,5,1,10,2,8,2,6,0,7,1,0
1985299660,8,6,0,0,4,2,0,2,0,1,0,3,0,1,0,4,0,2,0,0
1991077202,16,12,3,4,9,5,0,13,0,3,0,5,1,2,0,4,0,5,0,0
1993158319,3,3,0,0,4,1,0,3,1,2,0,0,0,0,3,0,0,1,0,0
1994321955,9,10,3,0,8,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0
1995229895,8,7,0,1,1,2,0,1,0,1,0,1,0,1,0,4,0,3,0,0
1998565607,4,3,1,0,3,2,0,8,0,1,0,3,1,2,2,0,0,2,0,0
2004057502,6,11,7,0,8,0,0,3,0,0,0,0,0,1,1,1,0,1,0,0
2004122937,6,6,1,1,4,1,0,3,0,1,0,0,0,0,1,3,0,1,0,0
2008971973,6,5,3,1,7,2,0,3,0,2,0,0,0,0,2,0,0,2,0,0
2008976914,6,5,0,0,3,1,0,1,0,1,0,4,0,3,0,3,0,5,0,0
2012327040,2,4,2,2,5,0,0,5,0,1,0,3,0,2,1,2,0,3,1,0
2015515462,7,7,2,0,4,4,0,2,1,1,0,0,0,0,0,3,0,2,0,1
2022144134,5,3,1,0,1,3,0,3,0,1,0,3,0,3,0,2,0,5,0,0
2026623301,5,4,0,0,3,1,0,2,0,3,0,6,0,2,0,2,0,2,0,0
2031528251,3,3,0,0,2,3,0,5,0,2,0,2,1,1,0,2,0,2,0,0
2031695550,1,1,0,0,3,0,0,1,0,0,0,8,0,6,0,1,0,5,0,0
2033306255,8,6,1,0,4,1,0,1,0,1,0,3,0,2,0,3,0,3,0,0
2034733901,6,3,1,2,9,3,0,8,0,0,1,2,0,1,0,0,0,3,1,0
2034802176,8,8,1,1,2,2,0,5,0,2,0,1,0,1,0,4,0,1,0,0
2043552008,4,4,1,4,3,1,0,8,0,0,1,3,0,2,0,1,0,2,0,0
2046839993,2,6,2,0,5,1,0,4,1,1,0,5,0,1,1,2,0,2,0,0
2052293157,9,8,0,0,2,3,0,3,1,4,0,3,0,0,0,4,0,2,0,0
2066668988,9,5,1,1,6,4,0,8,0,2,0,0,1,0,0,2,1,2,1,0
2077306310,2,2,2,1,5,0,0,1,1,1,0,7,1,3,1,0,0,4,0,0
2077898205,9,15,4,1,12,0,0,5,1,6,0,14,0,7,1,3,0,9,0,0
2079455220,6,7,1,3,3,1,0,6,0,0,0,0,0,0,1,2,0,1,1,0
2091067416,4,3,1,2,8,3,0,8,0,4,1,5,2,3,1,0,0,2,0,0
2094456819,5,3,0,1,4,1,0,2,0,1,0,3,1,2,1,2,0,2,0,0
2097076023,2,6,4,6,10,3,0,17,0,0,0,0,0,1,1,0,1,1,2,0
2098483421,5,2,0,2,4,3,0,7,0,1,0,3,0,3,1,1,0,4,0,0
2101822847,5,2,0,1,5,1,0,4,0,3,0,6,0,2,2,2,0,4,0,0
2103882201,19,12,4,2,13,9,0,12,0,3,1,12,0,7,3,6,0,9,0,0
2117127550,3,3,1,0,3,0,0,1,0,1,0,5,0,4,0,2,0,3,0,0
2119847702,9,10,4,4,9,4,0,11,2,2,0,1,1,2,0,2,0,3,0,0
2125338454,9,8,3,2,6,3,0,6,1,2,0,2,0,1,2,5,0,3,0,0
2125473223,3,3,0,1,7,2,1,2,1,1,1,4,0,1,0,0,0,1,0,0
2131755296,1,0,0,1,2,2,0,7,0,1,1,4,0,2,0,1,0,2,0,0
2133480792,5,5,1,0,7,3,0,4,0,0,0,2,0,0,0,2,0,0,0,0
2137786346,5,1,0,3,7,3,0,12,0,1,1,2,2,1,1,0,0,1,1,0
2140289341,4,3,1,4,6,1,0,11,0,2,0,3,0,0,2,1,0,1,2,0
2142142967,5,4,1,1,2,0,0,3,0,1,0,3,1,2,0,2,0,3,0,0
2147612135,7,4,0,2,0,2,0,6,0,1,1,2,0,1,0,4,0,2,0,0
2154089265,4,2,0,0,3,2,0,3,0,1,0,3,0,1,0,3,0,3,1,0
2154425449,5,0,0,3,4,4,0,8,0,0,0,0,1,0,0,0,1,1,0,0
2158462935,17,17,4,7,17,4,0,16,1,4,1,8,2,6,2,5,0,5,0,0
2159071047,2,3,0,0,3,0,0,0,0,0,0,7,0,3,0,2,0,3,0,0
2159680821,2,4,4,2,7,0,0,6,1,2,0,2,2,1,0,2,0,1,1,0
2159891533,4,3,1,1,4,1,0,3,0,0,0,7,0,5,0,2,0,5,0,0
2164112628,6,5,2,3,8,3,0,8,0,2,2,1,1,1,1,2,0,1,1,0
2176693389,5,3,0,0,4,1,0,1,0,2,0,4,0,2,0,3,0,3,0,0
2177068725,26,21,6,6,17,10,0,14,3,5,2,8,0,3,0,7,0,5,1,0
2177649886,4,7,3,1,7,0,0,1,0,0,0,5,0,3,0,2,0,2,0,0
2179389617,11,9,0,0,6,2,0,1,0,2,0,5,0,3,0,4,0,5,0,0
2183115108,2,2,0,0,4,1,0,1,0,2,0,6,0,4,1,1,0,3,0,0
2195996574,4,5,0,2,5,1,0,9,1,5,0,5,0,2,0,3,0,1,1,0
2198425663,5,8,2,0,2,1,0,2,1,2,0,1,0,2,0,3,0,1,0,0
2198697006,4,2,0,2,6,2,0,4,0,4,0,1,1,0,1,0,0,0,1,0
2203905949,4,3,0,0,3,2,0,3,0,1,0,3,0,2,0,2,0,3,0,0
2206428217,0,1,0,0,3,0,1,2,0,0,0,11,0,7,0,0,0,5,0,0
2208228983,6,4,1,3,8,2,0,10,1,2,1,7,0,5,1,2,0,1,1,0
2213997067,2,1,0,1,1,2,0,3,0,1,0,7,1,5,0,0,0,5,0,0
2215198110,12,9,1,2,7,4,0,9,0,2,0,4,0,0,0,6,0,2,0,0
2217043681,4,4,0,5,8,2,0,12,0,1,0,5,0,5,2,2,0,3,1,0
2217660284,6,8,1,0,2,0,0,1,1,3,0,2,0,1,0,4,0,1,0,0
2220400804,1,1,1,0,3,1,0,3,0,3,0,6,0,3,2,0,0,4,0,0
2220647089,0,4,2,1,5,0,0,2,1,2,0,4,0,2,1,1,0,3,1,0
2220980295,1,2,0,1,9,1,0,10,0,0,0,2,1,4,1,1,1,2,0,0
2221176817,11,15,3,1,6,2,0,3,2,3,0,0,0,0,0,5,0,2,0,0
2221614966,10,11,3,0,6,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0
2222419331,4,4,0,0,0,0,0,0,0,2,0,6,0,4,0,3,0,4,0,0
2224694552,4,5,0,0,7,2,0,4,2,3,0,3,0,1,1,2,0,0,0,0
2225807950,10,8,0,0,2,2,0,0,0,2,0,0,0,0,0,4,0,2,0,0
2225918810,3,4,1,1,4,0,0,3,0,1,0,10,0,5,0,3,0,8,0,0
2228123979,19,23,5,3,18,4,0,15,3,7,1,4,0,3,3,5,0,2,0,0
2230796563,8,5,1,0,5,0,0,3,0,0,1,1,0,2,1,2,0,3,0,0
2230955966,8,6,2,0,4,3,0,5,0,1,0,0,0,0,4,2,0,1,0,0
2237859199,15,13,1,1,8,2,0,7,1,2,0,14,0,8,0,5,0,8,0,0
2239868137,7,7,2,3,7,1,0,6,1,4,0,1,2,1,0,2,0,3,1,0
2239886317,7,6,1,0,1,0,0,1,0,3,0,4,0,2,0,4,0,3,0,0
2247171227,7,12,8,0,8,1,0,1,2,3,0,0,0,0,1,2,0,1,0,0
2251393254,3,4,1,1,6,0,0,1,0,1,0,4,0,3,1,1,0,1,0,0
2269148048,3,4,1,1,4,1,0,5,0,1,0,1,0,2,0,1,0,1,1,0
2269185139,2,8,7,3,11,1,0,7,1,0,1,4,0,2,2,1,0,2,1,0
2276120670,4,6,5,1,8,0,0,5,1,0,0,1,0,2,1,1,0,0,1,0
