,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
22893,2,1,0,4,2,1,0,9,0,0,2,0,0,0,1,1,0,1,0,0
2925001,4,8,4,0,9,1,0,2,1,4,0,0,1,0,2,1,0,0,0,0
3002253,2,2,2,0,4,2,0,5,0,1,0,2,0,1,1,0,1,1,0,0
3328685,2,5,2,1,7,1,0,6,0,0,0,0,0,0,1,2,0,1,0,0
3920740,3,2,0,0,3,1,0,1,0,2,0,7,0,3,0,2,0,3,0,0
6636654,1,1,0,2,5,1,0,6,0,2,0,0,0,0,2,1,0,0,0,1
8952912,7,6,0,0,6,0,0,2,0,2,0,4,0,2,0,3,0,0,0,0
9099063,2,3,1,3,4,0,0,6,2,2,0,1,2,0,1,0,0,0,0,0
9305486,5,7,4,1,5,0,0,2,1,1,1,2,0,0,0,3,0,0,0,0
10063561,3,4,1,3,1,0,0,5,1,2,1,2,0,2,1,1,0,2,1,0
10315987,4,2,0,2,4,2,0,7,0,1,1,4,1,4,0,0,0,3,0,0
12478419,3,2,0,4,2,4,0,12,0,0,2,0,0,1,0,1,0,1,1,0
13446014,10,10,3,0,6,2,0,3,0,1,0,1,0,1,0,2,0,0,0,0
13666697,3,2,0,0,3,1,0,4,0,2,0,10,0,6,2,0,0,8,0,0
13929372,1,2,0,2,0,2,0,9,0,0,1,1,0,1,1,1,0,0,2,1
15880020,12,10,0,0,3,3,0,1,0,2,0,0,0,0,0,4,0,1,0,0
16577852,0,1,0,2,6,1,0,6,0,1,0,0,1,1,1,0,0,1,0,0
20831536,5,10,6,0,6,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0
22390259,0,0,0,3,6,1,0,7,0,0,2,1,0,1,1,0,1,1,0,0
22665807,4,2,1,2,3,1,0,7,0,2,0,2,1,1,2,2,0,4,0,0
22972222,3,3,0,0,0,0,0,4,0,2,0,7,0,3,0,4,0,4,0,0
23717132,2,2,0,1,5,3,0,11,0,1,0,1,2,1,0,0,1,0,0,0
23741001,3,5,1,0,4,1,0,4,0,1,0,3,0,3,0,2,0,1,0,0
24065858,2,5,2,0,8,0,0,7,2,2,1,12,0,8,0,1,0,7,0,0
26031390,0,1,0,3,1,0,0,9,0,0,2,2,1,2,0,0,0,2,1,0
26854659,6,3,0,1,3,1,0,5,0,1,0,4,0,1,1,3,0,2,0,0
27641435,4,4,1,2,10,1,0,6,0,3,1,6,0,4,2,0,0,4,1,0
28590046,2,2,0,2,4,0,0,5,0,1,0,3,0,2,1,0,1,3,0,0
29436977,1,2,0,3,3,0,0,6,1,1,1,1,1,1,1,0,0,1,1,0
30493895,7,9,2,0,1,0,0,2,2,4,0,4,0,2,0,3,0,3,0,0
31002864,3,1,0,1,10,4,1,20,0,0,1,1,1,3,3,2,1,2,0,0
31114801,3,3,0,1,4,2,0,9,0,0,0,2,0,3,1,4,0,1,1,0
31491449,2,1,0,0,4,4,0,8,0,1,0,1,0,1,3,0,0,0,0,1
32658266,1,1,0,0,4,0,0,4,0,1,0,3,0,3,1,1,0,4,0,0
32863772,9,6,0,0,10,3,1,7,0,4,1,10,0,7,0,6,0,7,1,0
34041315,5,7,6,1,9,3,0,3,2,3,0,7,0,3,0,1,0,3,0,0
34072645,2,3,0,0,4,3,0,6,0,1,0,2,0,1,0,2,1,3,0,0
37143636,4,2,0,2,3,3,0,9,0,0,0,1,0,2,0,4,0,2,0,0
39075473,1,1,0,1,3,2,0,4,1,1,0,5,0,4,0,0,0,4,0,0
39601435,8,11,7,0,9,1,0,3,2,1,0,0,0,0,0,2,0,0,0,0
41045275,1,2,0,0,3,0,0,2,1,1,0,8,0,6,0,0,1,5,0,0
43595803,2,5,3,2,7,2,0,14,2,0,1,7,0,6,0,2,0,7,1,1
43667376,4,3,0,1,4,0,0,1,0,2,0,5,0,2,0,2,0,1,0,0
44976539,0,2,0,1,8,0,0,13,0,1,0,1,3,1,1,0,0,2,1,0
47271021,6,4,0,1,2,1,0,3,0,4,0,1,1,0,0,3,0,2,0,0
48608470,2,5,1,2,7,3,0,9,1,2,0,10,0,8,0,1,0,6,0,0
48704477,2,0,0,2,4,1,0,6,0,3,2,2,0,1,3,1,0,1,0,0
49566480,8,8,2,0,4,1,0,1,0,4,0,10,0,5,0,4,0,9,0,0
49721995,0,3,0,2,7,0,0,8,0,0,1,0,0,0,1,0,0,1,2,0
50542000,6,1,0,3,12,5,0,10,0,3,0,0,0,1,3,0,0,1,0,0
52314618,5,2,0,0,2,2,0,3,0,2,0,4,0,2,0,4,0,3,0,0
53617153,3,3,1,0,2,0,0,1,0,2,0,7,0,4,0,2,0,4,0,0
53778071,3,1,0,3,1,1,0,8,0,0,1,2,0,1,1,1,1,1,1,0
55331126,1,3,0,2,4,2,0,11,0,0,1,1,1,2,0,1,0,3,1,1
56034679,1,2,1,0,4,1,0,5,0,0,0,5,0,5,0,1,0,4,0,0
104814625,6,5,1,2,6,1,0,4,0,1,1,1,0,2,0,2,0,2,1,0
104835009,3,3,0,0,3,0,0,0,0,1,0,5,0,2,1,2,0,3,0,0
143589068,6,2,0,2,5,4,0,11,0,1,1,2,0,2,3,3,1,4,2,0
145442080,2,2,0,0,3,3,1,4,0,0,1,1,0,1,1,2,0,1,0,0
145975918,6,2,1,2,6,4,0,8,0,1,0,0,0,0,1,1,1,1,0,0
174618452,2,3,0,4,0,1,0,7,0,0,0,0,1,1,0,2,0,0,1,0
174651842,4,3,0,3,3,1,0,7,0,0,0,0,0,0,0,3,0,1,0,0
174960663,2,4,1,4,2,1,0,10,1,1,2,2,1,0,1,1,0,1,0,0
175070187,8,3,3,1,8,4,0,4,1,2,1,1,1,1,1,1,0,1,0,0
175143504,6,4,1,1,3,2,0,5,0,1,0,1,0,0,1,3,0,2,1,0
175421228,4,4,0,0,3,0,0,0,0,2,0,8,0,6,0,1,0,5,0,0
176349796,2,0,0,1,4,3,0,8,0,0,1,0,0,0,1,1,0,2,0,0
176704140,9,5,0,0,2,1,0,5,0,1,1,1,0,1,0,5,0,4,0,0
177802125,3,1,1,0,11,2,0,9,1,3,0,4,0,1,4,0,2,1,0,0
179236119,3,3,0,0,3,1,0,4,0,2,0,9,0,6,0,1,0,6,0,0
180651742,0,3,4,3,7,1,0,4,1,1,1,1,0,0,1,0,0,0,2,0
180778157,0,0,0,3,2,1,0,9,0,2,2,2,0,2,0,1,0,2,0,0
181064792,2,0,0,3,4,1,0,8,0,1,2,0,0,0,1,0,0,0,0,0
182183648,4,2,0,0,2,3,0,3,0,0,0,5,0,3,0,4,0,4,0,0
182366141,4,2,0,2,4,4,0,9,1,1,0,4,0,5,0,1,0,4,0,0
183912134,4,2,0,3,3,2,0,6,0,0,2,1,0,0,0,1,1,2,0,0
184377778,2,2,0,2,5,2,0,11,0,0,1,2,0,3,2,1,1,3,1,0
186160210,5,3,1,4,3,2,0,8,0,1,0,0,0,0,0,1,1,0,0,0
187931890,7,4,2,4,5,4,1,13,0,1,1,7,0,3,0,3,1,6,0,0
188478116,7,4,1,3,8,6,0,9,0,0,0,3,0,3,1,2,0,1,0,0
192059329,1,3,2,1,7,1,0,7,0,0,0,0,0,0,2,1,0,0,0,0
192701869,0,0,0,1,2,0,0,5,0,0,0,10,1,7,1,1,0,8,0,0
193097679,10,5,1,5,9,5,0,13,0,2,1,11,0,6,3,5,1,10,1,0
193796966,1,2,0,1,6,2,0,12,0,1,1,2,0,2,2,0,0,0,1,0
195935999,5,4,1,1,3,1,0,5,1,3,0,11,0,6,0,3,0,8,0,0
196228663,4,1,1,0,7,3,0,5,0,2,1,3,0,2,1,0,0,2,0,0
196345246,2,4,0,0,2,2,0,7,1,1,0,0,0,1,0,3,0,1,0,0
197424104,12,14,4,0,11,4,0,3,2,6,0,0,1,0,3,4,0,0,0,0
198255463,2,2,0,4,4,3,0,12,0,0,0,5,0,4,1,3,0,3,0,0
199819280,5,5,1,3,3,1,0,6,1,1,0,0,0,1,1,2,0,0,2,0
199893677,1,1,1,2,8,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0
201718002,3,2,1,0,7,1,0,3,0,1,0,2,0,1,3,1,0,1,2,0
202617963,5,6,0,1,2,0,0,2,1,2,0,6,0,3,0,3,0,5,1,0
206553259,2,3,1,0,9,1,0,4,0,2,0,4,2,1,0,0,1,3,0,0
206947313,7,5,0,2,6,2,0,3,0,1,1,0,0,0,0,1,0,1,0,0
206961938,4,2,0,1,4,2,0,4,1,2,0,2,1,2,0,1,0,4,0,0
207166106,1,1,1,5,6,3,0,8,0,0,0,1,0,0,0,1,0,0,1,0
207231679,9,6,0,0,3,3,0,3,0,1,0,0,0,0,0,3,0,2,0,0
208418000,7,4,1,1,2,2,0,4,0,1,0,0,0,0,1,3,0,1,0,0
211941173,4,7,0,0,4,0,0,7,0,2,0,3,1,2,1,3,1,3,0,0
215094632,10,9,1,0,4,1,0,2,1,1,0,2,0,2,0,3,0,2,0,0
216425083,2,0,0,6,3,5,0,12,0,0,1,1,2,2,0,0,0,2,0,0
216843598,11,9,4,0,8,2,0,0,1,2,0,4,0,2,1,2,0,5,0,0
217102605,2,1,0,3,5,0,0,8,0,0,0,1,1,1,1,1,0,1,4,0
217125078,3,4,1,0,4,1,0,7,0,2,0,5,0,3,0,3,0,5,1,0
217755818,8,6,0,1,3,2,0,6,0,3,2,5,0,4,0,2,0,5,0,0
219734978,3,5,2,0,4,0,0,0,0,0,0,6,0,3,0,2,0,3,0,0
220495254,2,3,0,0,2,2,0,5,1,1,0,2,0,2,1,1,0,3,2,0
221076839,7,3,2,1,8,6,0,8,1,1,0,1,0,1,1,1,1,2,0,1
221860478,0,3,0,2,2,1,0,10,0,1,0,2,0,4,0,1,0,2,1,0
223723963,6,9,5,4,10,2,0,7,0,2,1,0,0,0,4,2,0,1,0,0
224537651,3,11,6,0,8,0,0,2,2,2,0,0,0,0,1,0,0,0,0,0
228632409,1,3,3,1,9,1,0,4,0,1,1,1,0,2,3,0,1,2,0,0
230482203,3,5,2,0,4,1,0,5,0,3,0,3,0,3,0,0,0,1,0,0
231394414,3,3,2,1,3,1,0,3,0,0,1,4,0,3,0,0,0,3,0,0
231437954,4,1,0,2,3,4,0,6,0,1,1,2,0,1,0,2,0,2,0,0
231504760,1,2,1,0,3,1,0,2,1,1,0,5,0,3,1,1,0,4,0,0
232879450,4,1,0,0,8,2,0,1,0,2,0,8,0,3,2,1,0,5,0,0
232966371,3,3,2,1,5,2,0,6,0,1,0,1,0,1,1,0,0,1,0,0
234217263,10,7,1,1,5,2,0,1,0,2,0,1,0,0,2,3,0,3,0,0
234343554,5,2,0,2,5,3,0,5,0,0,0,0,0,0,0,0,0,3,1,0
241248870,0,0,0,2,3,2,0,8,0,1,1,1,0,2,1,1,0,2,0,1
242578253,4,3,3,1,10,4,0,8,0,2,0,2,0,2,3,2,1,3,0,0
245962134,2,2,0,2,4,2,0,7,0,2,0,4,0,2,0,1,0,3,1,0
247493124,4,0,0,4,4,3,0,10,0,0,2,0,0,0,0,0,0,0,0,0
247879295,6,4,1,2,2,2,0,4,0,2,1,1,0,1,0,1,0,1,0,0
252789647,4,5,1,1,7,3,0,6,0,0,0,0,0,0,0,2,0,1,0,0
255301831,3,5,3,2,6,0,0,10,1,3,0,11,1,6,1,3,0,7,1,0
256912270,18,13,4,7,15,7,0,22,1,3,3,0,2,0,2,3,0,4,1,0
257855231,5,5,1,0,4,1,0,3,0,1,0,0,0,1,2,2,0,1,0,0
258170890,7,4,0,1,3,1,0,1,0,1,0,4,0,2,0,2,0,3,0,0
259224136,1,0,1,2,10,1,0,7,0,3,2,4,0,2,5,0,1,2,0,0
261040408,1,3,0,0,4,1,0,6,0,2,0,3,0,3,1,0,0,3,0,0
261770083,4,5,2,2,10,3,0,7,0,2,0,5,0,2,0,0,0,1,0,0
262042269,3,4,0,4,7,4,0,13,0,2,2,10,0,7,1,0,1,7,2,0
262281323,3,2,1,0,4,5,0,6,0,0,0,3,0,3,1,0,0,2,1,0
264538738,3,4,0,1,6,0,0,8,0,2,0,0,2,0,3,2,0,1,1,0
265475482,6,5,0,1,2,3,0,4,0,1,0,0,0,0,0,4,0,2,2,0
267761553,3,1,0,1,2,2,0,7,0,0,0,1,1,2,2,1,0,1,0,0
268166351,6,4,0,0,2,1,0,1,0,3,0,9,0,5,0,3,0,8,0,0
271453234,2,1,1,0,7,2,0,5,0,1,0,4,0,2,0,0,0,1,0,0
273264984,9,10,2,1,5,1,0,1,1,3,0,0,0,0,0,3,0,0,0,0
274606582,2,3,1,0,2,1,0,8,1,0,0,2,0,2,0,1,0,2,0,1
275902569,5,5,1,6,11,2,1,15,1,2,2,4,2,3,2,1,0,2,0,0
279296394,2,8,5,0,10,2,0,3,1,1,0,1,0,1,1,0,0,0,0,0
279346369,2,3,1,1,3,0,0,3,0,0,0,9,0,7,0,0,0,7,0,0
279417704,0,0,0,1,8,2,0,6,0,2,0,1,1,1,2,1,0,1,0,0
282433434,5,4,2,3,4,1,0,5,1,1,0,0,0,0,0,1,0,0,0,0
285855563,3,4,0,0,1,0,0,0,1,3,0,6,0,4,0,0,0,5,0,0
287139602,6,5,0,0,4,2,0,3,0,2,0,4,0,2,0,1,0,2,0,0
290228172,3,4,0,1,7,0,0,3,0,3,0,0,1,0,2,1,0,0,1,0
292122607,6,4,1,1,12,4,0,13,1,3,1,3,1,1,3,2,0,0,0,0
292404233,2,2,0,2,2,1,0,9,0,2,0,1,0,0,0,1,0,0,1,0
294197069,0,0,0,4,1,1,0,9,0,1,2,1,0,2,0,1,0,2,0,0
296655088,4,10,7,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
296983115,1,4,2,1,6,0,0,3,0,1,0,2,0,1,2,0,0,1,0,0
298349771,2,2,1,1,8,1,0,5,1,4,0,4,0,3,3,0,1,2,0,0
298722514,5,8,6,2,12,3,0,10,2,2,1,2,0,0,2,2,0,0,1,0
299500446,2,2,0,2,8,1,0,7,0,1,0,0,1,0,1,0,0,0,0,0
299954894,1,6,4,1,7,0,0,3,2,3,0,0,1,0,1,0,0,0,0,0
300249344,7,5,1,4,9,0,0,15,0,3,1,5,2,5,0,2,1,3,1,0
305708414,3,3,0,1,5,0,0,6,0,1,0,1,0,2,0,1,0,1,0,0
308398930,0,0,0,0,3,0,0,1,0,1,0,10,0,6,0,1,0,5,0,0
312289453,9,5,1,1,4,4,0,5,0,2,0,1,1,0,0,4,0,0,1,0
312983278,4,9,6,1,8,1,0,4,3,2,0,3,0,1,1,2,0,3,0,0
314280045,21,16,6,8,30,13,0,42,2,7,5,18,4,13,10,5,1,15,1,1
315350374,0,1,0,0,3,1,0,8,0,0,0,2,1,1,2,0,0,1,0,0
316149814,6,8,1,3,6,1,0,9,0,2,0,7,0,7,1,3,0,5,1,0
317175888,12,7,1,2,3,5,0,5,0,2,0,3,0,1,0,2,0,3,0,0
320172129,5,5,3,2,10,3,0,4,0,1,0,7,2,4,0,3,0,6,0,0
321405392,2,3,1,2,4,1,0,7,0,2,1,0,0,0,2,1,0,0,0,0
328442854,5,3,0,0,2,1,0,2,0,1,0,5,0,5,0,2,0,5,0,0
328530773,8,13,6,0,6,0,0,2,3,3,0,5,0,3,0,2,0,2,0,0
333094752,0,2,0,2,7,1,0,13,0,0,1,0,0,3,0,1,0,0,1,0
336395778,7,3,0,1,5,3,0,2,0,2,0,1,0,1,2,2,0,2,0,0
337999889,5,3,0,1,2,1,0,4,0,0,0,3,0,2,0,2,0,4,0,0
338150496,4,3,0,1,5,4,0,3,0,0,0,0,0,0,1,2,0,1,0,0
341309838,8,8,0,0,1,0,0,1,1,4,0,2,0,1,0,5,0,2,0,0
343669855,7,4,2,2,7,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0
346920086,3,3,1,0,2,0,0,1,1,0,0,5,0,3,1,2,0,4,0,0
348668520,0,0,0,1,3,1,0,2,0,0,0,9,0,6,0,0,0,6,0,0
350886335,4,5,0,3,10,2,0,10,0,2,1,9,0,7,2,1,1,6,0,0
351905457,7,8,2,1,4,1,0,1,0,2,0,0,0,0,0,3,0,1,0,0
352574155,9,11,1,0,1,1,0,2,2,5,0,2,0,1,0,4,0,2,0,0
358099513,8,8,0,1,3,1,0,1,0,1,0,1,0,1,1,3,0,2,0,0
359241325,6,4,0,0,6,2,0,1,0,0,0,1,0,1,1,1,0,2,0,0
360120737,3,1,0,4,2,1,0,10,0,0,1,0,0,0,2,1,0,1,2,0
360181653,1,1,1,4,5,1,0,8,0,0,0,0,0,0,1,1,0,1,0,0
360589775,6,8,2,0,8,0,0,2,1,3,0,2,1,2,0,2,0,2,0,0
366810310,6,5,1,0,3,3,0,5,0,0,0,0,0,1,0,2,0,1,0,0
371670354,4,8,1,0,2,0,0,3,1,3,0,4,0,3,0,2,0,3,0,0
372305165,5,4,0,2,3,1,0,5,0,3,0,3,1,1,0,1,0,1,0,0
375071935,1,1,0,1,5,3,0,8,0,0,0,0,0,1,1,1,0,1,1,1
392152686,4,10,3,1,2,0,0,4,3,4,0,0,1,0,1,4,0,1,0,0
394043323,10,10,0,0,2,0,0,0,0,3,0,2,0,2,0,5,0,1,0,0
395936119,4,4,0,1,1,0,0,2,0,3,0,9,0,7,0,1,0,8,0,0
400344744,1,1,0,3,8,0,0,5,0,3,0,1,1,0,2,0,0,0,2,0
403546836,8,5,3,2,5,2,0,5,1,1,0,4,0,2,0,4,0,4,0,0
404433674,5,8,4,0,5,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0
409056483,1,2,1,3,6,1,0,11,2,1,2,0,0,2,2,0,0,1,0,0
411109617,6,3,3,0,5,2,0,1,1,1,0,2,1,1,0,1,0,2,0,0
411555338,0,0,0,1,6,2,1,8,0,1,1,1,0,2,2,0,0,1,1,0
412270468,0,2,1,1,5,2,0,9,0,1,0,5,0,4,1,2,0,6,0,0
412313847,3,3,2,1,4,0,0,5,0,2,0,4,1,1,0,0,1,0,0,0
415466942,2,1,0,0,3,1,0,6,0,0,1,5,0,4,0,0,0,5,0,0
415928379,2,0,0,4,2,2,0,9,0,1,2,1,0,1,2,0,2,0,0,0
428134485,3,3,0,2,5,3,0,4,0,0,0,1,0,1,1,2,0,1,0,0
430289324,3,4,3,2,6,0,0,3,1,0,2,1,0,1,1,0,0,1,0,0
431241599,8,6,0,0,1,1,0,2,0,2,0,1,0,2,1,3,0,4,1,0
434069472,1,0,0,1,5,1,0,3,0,0,0,8,0,6,0,1,0,5,0,0
435598498,14,10,1,0,4,4,0,5,0,2,0,8,0,5,1,6,0,6,0,0
447694327,3,3,0,2,6,2,1,8,0,1,1,2,0,2,0,2,0,2,1,0
452474768,23,14,1,4,9,9,0,22,0,4,2,3,0,2,0,8,0,7,1,0
452992752,5,7,2,0,2,0,0,1,0,3,0,2,0,1,1,2,0,1,0,0
469726727,6,8,2,4,5,2,0,7,3,3,0,4,1,2,1,2,0,3,2,0
471020725,1,1,1,3,2,2,0,7,0,1,0,3,0,2,0,0,0,2,1,0
472167369,3,2,0,1,10,2,0,9,0,0,0,4,0,3,1,1,0,2,1,0
473138161,5,4,0,0,4,0,0,1,0,2,0,3,0,2,0,3,0,2,0,0
475403354,20,11,3,4,13,15,0,19,0,1,0,5,0,2,2,7,1,7,0,0
479011989,1,0,0,1,7,2,0,6,0,0,0,4,0,4,0,0,0,1,0,0
486792327,10,7,3,1,7,4,0,12,0,0,1,0,0,1,0,1,0,1,0,0
494560735,4,6,0,0,5,1,0,3,2,3,0,8,0,5,0,2,0,6,0,0
495531352,5,4,0,1,4,3,0,5,0,0,1,1,0,1,0,4,0,1,0,0
503278441,9,6,1,1,3,3,0,2,0,1,1,0,0,0,0,2,0,3,0,0
503302496,1,4,1,0,2,0,0,0,4,4,0,7,0,6,0,0,0,5,0,0
511732442,3,2,0,2,10,3,0,12,0,1,1,1,1,1,0,0,0,0,1,0
522202660,5,3,0,5,3,0,0,8,0,2,2,3,1,0,0,0,0,0,1,0
525419573,7,7,4,0,4,1,0,1,1,2,0,0,0,0,0,1,0,2,0,0
532184010,3,1,0,4,6,1,0,6,0,1,0,3,3,1,1,0,0,1,0,0
538363930,1,1,0,2,4,2,0,7,0,1,0,4,0,1,1,0,0,3,0,0
541078557,3,0,0,2,6,2,0,6,0,1,1,3,0,1,1,0,0,1,1,0
546193388,0,1,0,2,9,2,0,13,0,1,1,1,0,0,1,0,0,1,1,0
550776877,7,7,0,4,8,5,2,13,1,2,2,2,0,2,2,4,0,2,1,0
553063343,9,9,3,0,3,1,0,3,1,3,0,0,0,0,0,4,0,0,0,0
560746808,6,5,1,1,3,2,0,6,0,0,0,2,0,1,0,3,0,2,0,0
567921593,6,6,1,0,4,3,0,4,0,0,0,3,0,2,0,4,0,3,1,0
568018389,5,3,0,0,4,3,0,3,0,2,0,3,0,2,2,0,0,2,0,0
574791964,3,0,0,1,2,3,0,7,0,1,0,2,0,2,1,1,1,2,0,0
575432214,6,4,2,2,5,1,0,5,1,1,1,1,0,1,0,1,0,0,0,0
579690854,1,3,3,0,4,1,0,2,3,2,0,4,0,3,0,0,0,2,0,0
580420942,9,13,8,1,11,2,0,6,2,6,0,9,0,3,1,2,0,5,0,0
583337240,7,12,7,2,17,3,1,8,0,0,1,5,0,3,1,1,0,2,0,0
612721374,2,1,0,2,3,2,0,9,0,0,1,1,0,2,1,2,0,1,0,0
614023747,0,2,2,0,5,0,0,1,1,0,0,8,0,7,1,0,0,5,0,0
616273646,1,0,0,2,2,1,1,4,0,0,1,10,0,7,0,0,0,7,0,0
629795530,2,5,2,10,12,2,0,22,0,1,4,2,1,2,3,0,0,1,4,0
632162285,10,5,1,0,4,5,0,5,0,0,0,5,0,2,1,4,0,5,0,0
634056108,4,5,0,1,5,2,0,6,0,0,0,11,0,5,0,2,0,4,0,0
638508880,2,5,0,5,12,6,1,23,0,2,2,8,2,9,1,0,0,5,2,0
638556093,2,2,0,3,2,4,0,10,0,1,1,0,0,1,0,0,0,1,0,0
641647532,5,3,0,2,5,3,0,9,0,2,0,6,1,2,0,2,0,2,0,0
645156016,7,7,1,0,2,3,0,8,1,4,0,11,0,9,0,4,0,10,0,0
648251639,0,0,0,0,0,0,0,2,0,0,0,9,0,7,0,0,0,7,0,0
655503758,2,2,1,2,5,0,0,6,1,2,0,1,1,0,0,1,0,1,0,0
660116383,4,4,0,1,1,0,0,2,0,3,0,5,0,2,0,1,0,3,0,0
660931636,6,10,1,1,5,0,0,3,2,4,0,6,0,3,0,3,0,2,0,0
665573600,6,6,1,1,3,1,0,2,0,1,0,3,0,3,0,2,0,2,1,0
671319782,7,3,2,1,2,3,0,4,0,2,0,2,0,2,1,1,0,4,0,0
684534814,4,4,0,2,3,0,1,2,1,3,1,1,0,0,1,2,0,0,1,0
684897807,7,6,1,3,3,1,0,5,0,2,1,6,1,3,0,2,0,6,1,0
697886184,5,7,3,0,7,2,0,3,0,2,0,3,0,2,0,2,0,2,0,0
708963519,10,10,2,2,8,2,0,8,2,2,1,5,0,3,3,4,0,6,1,0
715230854,6,4,0,0,3,3,0,3,0,1,0,0,0,1,2,2,0,1,0,0
717872394,5,8,6,1,4,0,0,1,2,2,0,2,0,1,0,0,0,1,0,0
720520772,5,6,0,0,2,3,0,5,0,1,0,0,0,1,0,3,0,1,1,0
738760410,2,2,1,0,5,0,0,3,1,1,0,11,0,7,0,0,0,5,0,0
744783276,6,8,3,9,13,4,0,27,1,2,3,4,1,4,3,3,0,5,1,0
767733523,5,3,2,0,5,1,0,3,1,0,0,3,0,1,0,3,0,1,0,0
778755634,7,7,2,0,8,1,0,0,1,3,0,4,1,2,0,1,0,2,0,0
789250998,1,2,2,1,6,0,0,6,1,0,1,0,0,1,0,1,0,1,0,0
809367980,1,3,3,1,4,1,0,6,1,1,1,0,0,0,2,0,0,1,0,0
811072994,2,1,1,0,6,0,0,4,1,1,0,9,1,3,1,2,0,5,0,0
815873948,1,3,0,0,5,2,0,8,0,2,0,2,0,2,1,0,0,1,0,0
823583930,10,13,6,2,10,2,0,8,3,4,0,3,0,1,1,6,0,3,0,0
825395124,1,3,2,0,4,0,0,1,0,1,0,6,0,5,0,0,0,3,0,0
846394559,10,5,0,0,2,2,0,2,0,0,1,0,0,0,0,4,0,2,0,0
856306407,7,8,3,5,6,2,0,10,2,4,0,5,1,3,0,2,0,4,1,0
856778326,6,6,3,1,6,2,0,4,0,1,0,7,0,3,1,0,0,5,1,0
862020454,13,11,0,1,11,4,0,11,0,4,1,5,1,4,0,2,0,3,0,0
866425574,4,4,1,0,7,2,0,6,0,2,0,2,0,0,2,1,0,0,1,0
879662664,8,5,0,0,2,2,0,4,0,0,0,0,0,0,0,3,0,2,0,0
884359330,5,4,1,0,7,1,0,2,1,1,0,10,0,4,1,3,0,5,0,0
899455682,8,3,1,0,3,4,0,4,0,0,0,1,0,1,0,2,0,2,0,0
923239371,8,6,1,2,7,1,0,4,0,1,0,2,0,1,0,3,0,3,0,0
948504943,4,7,2,0,7,1,0,1,1,3,0,1,0,0,0,1,0,0,0,0
967322762,12,9,0,1,6,4,0,4,0,2,0,4,1,3,0,3,0,6,0,0
968459925,6,6,1,0,3,0,0,2,0,3,0,6,0,4,0,2,0,3,0,0
972509737,6,5,1,0,5,1,0,2,0,1,0,3,0,1,0,2,0,0,1,0
1002843422,9,5,1,1,4,5,0,10,0,2,1,7,0,4,0,2,0,5,0,0
1011058916,2,1,0,1,4,2,0,6,0,0,0,2,0,3,1,1,1,0,0,0
1017910928,2,6,2,2,8,1,0,13,1,1,0,2,0,3,3,0,0,1,2,1
1025362559,6,5,0,0,3,1,0,1,0,2,0,2,0,1,0,3,0,2,0,0
1025759673,2,3,0,4,4,3,0,7,1,2,0,3,1,2,0,1,0,3,0,0
1039150158,7,12,4,0,8,1,0,3,3,2,0,2,0,2,1,4,0,2,0,0
1039286567,9,15,7,0,7,0,0,2,1,2,0,2,0,0,0,5,0,1,1,0
1039773790,5,2,0,2,5,3,0,6,1,1,1,2,0,2,0,1,0,0,0,0
1043120665,3,3,1,1,5,2,0,3,0,1,0,5,0,2,0,0,0,2,0,0
1055303528,6,7,2,2,3,1,0,1,1,2,0,1,0,1,0,1,0,1,0,0
1063503088,4,2,0,1,2,2,0,5,0,0,0,4,0,2,0,4,0,3,0,0
1065960060,7,4,1,5,7,3,0,9,1,1,1,2,2,0,0,0,0,0,0,0
1100062837,2,2,1,1,6,1,0,3,0,0,0,5,0,4,1,1,0,1,0,0
1102800163,4,3,0,2,1,1,0,3,0,1,0,4,0,2,0,2,0,3,0,0
1116383740,5,8,2,1,6,0,0,4,0,3,0,1,3,0,0,1,0,1,0,0
1132229011,5,2,0,1,6,3,0,6,0,1,0,6,0,5,1,2,0,6,0,0
1133913407,4,3,1,2,5,2,0,5,0,2,0,2,1,2,0,1,0,2,0,0
1138283204,12,8,0,1,2,2,0,4,0,0,0,1,0,0,0,6,0,4,0,0
1140087413,5,4,2,1,7,2,0,8,1,3,0,4,0,1,1,0,0,0,0,0
1143680404,2,3,3,2,8,2,0,7,0,1,1,3,0,2,2,0,0,2,0,0
1144267758,0,1,0,0,4,2,0,7,0,1,0,5,0,5,0,0,0,2,1,0
1147369538,5,6,2,0,5,0,0,1,0,1,0,5,0,4,0,3,0,4,0,0
1157415890,6,6,2,3,6,1,0,5,1,1,0,1,2,1,1,2,0,2,2,0
1161025283,2,6,4,1,5,0,0,3,2,0,0,5,0,1,0,1,0,1,0,0
1161426987,8,7,1,0,5,2,0,1,0,2,0,3,1,3,1,2,0,4,0,0
1184101589,3,1,0,2,2,4,0,8,0,0,2,2,0,1,0,1,0,3,0,0
1193988493,6,5,2,3,5,3,0,6,0,0,0,2,0,2,0,1,0,3,0,0
