userId,movieId
89,79
89,80
89,87
89,112
89,118
89,121
89,122
89,134
89,156
89,164
90,5
90,13
90,26
90,28
90,60
90,80
90,99
90,106
90,126
90,159
91,1
91,10
91,28
91,34
91,60
91,66
91,80
91,112
91,122
91,129
91,134
92,9
92,12
92,30
92,49
92,58
92,87
92,102
92,126
92,134
92,156
93,36
93,40
93,80
93,86
93,96
93,118
93,127
93,128
93,134
93,144
93,161
93,163
93,164
94,0
94,11
94,30
94,38
94,58
94,78
94,86
94,102
94,115
94,126
95,9
95,28
95,30
95,34
95,45
95,58
95,68
95,79
95,112
95,125
95,129
95,134
95,161
96,12
96,33
96,40
96,43
96,57
96,60
96,68
96,80
96,87
96,102
96,126
96,161
97,0
97,21
97,27
97,45
97,57
97,62
97,63
97,67
97,110
97,143
98,0
98,21
98,27
98,37
98,45
98,46
98,57
98,85
98,102
98,125
99,2
99,24
99,44
99,67
99,81
99,84
99,85
99,86
99,120
99,134
